         10473134 function calls (10377090 primitive calls) in 10.609 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      246    0.001    0.000    0.002    0.000 interpreter.py:1839(store)
      264    0.000    0.000    0.000    0.000 interpreter.py:1857(get)
       35    0.000    0.000    0.000    0.000 interpreter.py:1875(insert_block)
       14    0.000    0.000    0.000    0.000 interpreter.py:1886(op_NOP)
       14    0.000    0.000    0.000    0.000 interpreter.py:1889(op_RESUME)
       57    0.000    0.000    0.001    0.000 interpreter.py:2232(_op_LOAD_FAST)
       15    0.000    0.000    0.000    0.000 interpreter.py:2301(op_STORE_FAST)
       11    0.000    0.000    0.000    0.000 interpreter.py:2328(op_LOAD_ATTR)
       15    0.000    0.000    0.000    0.000 interpreter.py:2339(op_LOAD_CONST)
       25    0.000    0.000    0.000    0.000 interpreter.py:2362(op_LOAD_GLOBAL)
        2    0.000    0.000    0.000    0.000 interpreter.py:2376(op_COPY_FREE_VARS)
        2    0.000    0.000    0.000    0.000 interpreter.py:2380(op_LOAD_DEREF)
       18    0.000    0.000    0.000    0.000 interpreter.py:2498(op_CALL)
        4    0.000    0.000    0.000    0.000 interpreter.py:2682(op_GET_ITER)
        4    0.000    0.000    0.000    0.000 interpreter.py:2686(op_FOR_ITER)
       13    0.000    0.000    0.000    0.000 interpreter.py:2710(op_BINARY_SUBSCR)
        2    0.000    0.000    0.000    0.000 interpreter.py:2716(op_STORE_SUBSCR)
       14    0.000    0.000    0.000    0.000 interpreter.py:2839(_binop)
        1    0.000    0.000    0.000    0.000 interpreter.py:2846(_inplace_binop)
       10    0.000    0.000    0.000    0.000 interpreter.py:2855(op_BINARY_OP)
        4    0.000    0.000    0.000    0.000 interpreter.py:2953(op_JUMP_BACKWARD)
       12    0.000    0.000    0.000    0.000 interpreter.py:2968(op_RETURN_VALUE)
        4    0.000    0.000    0.000    0.000 interpreter.py:2974(op_RETURN_CONST)
        5    0.000    0.000    0.000    0.000 interpreter.py:2995(op_COMPARE_OP)
        5    0.000    0.000    0.000    0.000 interpreter.py:3050(_op_JUMP_IF)
        4    0.000    0.000    0.000    0.000 interpreter.py:3146(op_POP_JUMP_IF_FALSE)
        1    0.000    0.000    0.000    0.000 interpreter.py:3149(op_POP_JUMP_IF_TRUE)
        1    0.000    0.000    0.000    0.000 interpreter.py:3204(op_RAISE_VARARGS)
       14    0.000    0.000    0.001    0.000 interpreter.py:509(peep_hole_call_function_ex_to_call_function_kw)
       35    0.000    0.000    0.000    0.000 interpreter.py:58(__init__)
       72    0.000    0.000    0.000    0.000 interpreter.py:66(assign)
       14    0.000    0.000    0.000    0.000 interpreter.py:764(peep_hole_list_to_tuple)
       35    0.000    0.000    0.000    0.000 interpreter.py:804(find_postive_region)
      264    0.000    0.000    0.000    0.000 interpreter.py:86(get_assignment_source)
       14    0.001    0.000    0.004    0.000 interpreter.py:986(peep_hole_delete_with_exit)
       29    0.000    0.000    0.000    0.000 ir.py:1004(__init__)
       32    0.000    0.000    0.002    0.000 ir.py:101(_get_path)
       66    0.000    0.000    0.000    0.000 ir.py:1012(__repr__)
        4    0.000    0.000    0.005    0.001 ir.py:1015(infer_constant)
       23    0.000    0.000    0.000    0.000 ir.py:1020(__init__)
       37    0.000    0.000    0.000    0.000 ir.py:1027(__repr__)
        2    0.000    0.000    0.000    0.000 ir.py:1030(infer_constant)
       35    0.000    0.000    0.000    0.000 ir.py:1042(__init__)
       59    0.000    0.000    0.001    0.000 ir.py:1048(__str__)
       17    0.000    0.000    0.000    0.000 ir.py:1051(infer_constant)
        3    0.000    0.000    0.000    0.000 ir.py:1054(__deepcopy__)
        2    0.000    0.000    0.000    0.000 ir.py:1066(__init__)
        4    0.000    0.000    0.000    0.000 ir.py:1078(__str__)
      524    0.000    0.000    0.000    0.000 ir.py:1103(__init__)
      108    0.000    0.000    0.001    0.000 ir.py:1112(__repr__)
     1278    0.000    0.000    0.000    0.000 ir.py:1115(__str__)
      333    0.000    0.000    0.000    0.000 ir.py:1118(is_temp)
       98    0.000    0.000    0.000    0.000 ir.py:1122(unversioned_name)
       39    0.000    0.000    0.000    0.000 ir.py:1131(versioned_names)
       17    0.000    0.000    0.016    0.001 ir.py:115(strformat)
       28    0.000    0.000    0.000    0.000 ir.py:1165(__init__)
      295    0.000    0.000    0.001    0.000 ir.py:1174(define)
      214    0.000    0.000    0.002    0.000 ir.py:1182(get)
  280/273    0.000    0.000    0.003    0.000 ir.py:1190(get_exact)
      108    0.000    0.000    0.000    0.000 ir.py:1203(get_or_define)
      189    0.000    0.000    0.001    0.000 ir.py:1212(redefine)
       39    0.000    0.000    0.000    0.000 ir.py:1235(get_versions_of)
       39    0.000    0.000    0.000    0.000 ir.py:1240(walk)
       14    0.000    0.000    0.000    0.000 ir.py:1255(has_parent)
      107    0.000    0.000    0.000    0.000 ir.py:1270(__init__)
       34    0.000    0.000    0.000    0.000 ir.py:1277(copy)
      242    0.000    0.000    0.001    0.000 ir.py:1282(find_exprs)
     3185    0.001    0.000    0.002    0.000 ir.py:1293(find_insts)
       86    0.000    0.000    0.000    0.000 ir.py:1311(prepend)
      306    0.000    0.000    0.000    0.000 ir.py:1315(append)
        2    0.000    0.000    0.000    0.000 ir.py:1323(clear)
       35    0.001    0.000    0.005    0.000 ir.py:1326(dump)
      613    0.000    0.000    0.000    0.000 ir.py:1333(<genexpr>)
     2175    0.000    0.000    0.000    0.000 ir.py:1336(terminator)
       70    0.000    0.000    0.000    0.000 ir.py:1340(is_terminated)
        2    0.000    0.000    0.000    0.000 ir.py:1344(verify)
        2    0.000    0.000    0.000    0.000 ir.py:1353(insert_after)
        4    0.000    0.000    0.000    0.000 ir.py:1360(insert_before_terminator)
       14    0.000    0.000    0.000    0.000 ir.py:1399(__init__)
       30    0.000    0.000    0.000    0.000 ir.py:147(count_spaces)
       14    0.000    0.000    0.000    0.000 ir.py:1491(_reset_analysis_variables)
       14    0.000    0.000    0.000    0.000 ir.py:1525(copy)
       31    0.000    0.000    0.022    0.001 ir.py:1545(infer_constant)
      471    0.000    0.000    0.001    0.000 ir.py:1553(get_definition)
       14    0.000    0.000    0.005    0.000 ir.py:1600(dump)
       14    0.000    0.000    0.005    0.000 ir.py:1626(dump_to_string)
       64    0.000    0.000    0.000    0.000 ir.py:1698(__repr__)
      286    0.000    0.000    0.000    0.000 ir.py:198(with_lineno)
      108    0.000    0.000    0.001    0.000 ir.py:204(short)
  128/121    0.000    0.000    0.000    0.000 ir.py:242(__eq__)
      142    0.000    0.000    0.000    0.000 ir.py:244(fixup)
     2306    0.000    0.000    0.001    0.000 ir.py:259(__hash__)
       28    0.000    0.000    0.000    0.000 ir.py:264(__init__)
      425    0.000    0.000    0.000    0.000 ir.py:267(define)
      282    0.000    0.000    0.003    0.000 ir.py:273(get)
     2068    0.000    0.000    0.000    0.000 ir.py:279(__contains__)
      355    0.000    0.000    0.000    0.000 ir.py:31(__init__)
44878/8133    0.034    0.000    0.052    0.000 ir.py:321(_rec_list_vars)
     6619    0.002    0.000    0.047    0.000 ir.py:354(list_vars)
      131    0.000    0.000    0.000    0.000 ir.py:380(__init__)
     3381    0.001    0.000    0.002    0.000 ir.py:387(__getattr__)
      448    0.000    0.000    0.000    0.000 ir.py:392(__setattr__)
       14    0.000    0.000    0.000    0.000 ir.py:398(binop)
        1    0.000    0.000    0.000    0.000 ir.py:408(inplace_binop)
       25    0.000    0.000    0.000    0.000 ir.py:428(call)
       16    0.000    0.000    0.000    0.000 ir.py:436(build_tuple)
        4    0.000    0.000    0.000    0.000 ir.py:461(pair_first)
        4    0.000    0.000    0.000    0.000 ir.py:467(pair_second)
        4    0.000    0.000    0.000    0.000 ir.py:474(getiter)
        4    0.000    0.000    0.000    0.000 ir.py:481(iternext)
       22    0.000    0.000    0.000    0.000 ir.py:496(getattr)
       13    0.000    0.000    0.000    0.000 ir.py:504(getitem)
        5    0.000    0.000    0.000    0.000 ir.py:521(static_getitem)
       16    0.000    0.000    0.000    0.000 ir.py:531(cast)
        1    0.000    0.000    0.000    0.000 ir.py:541(phi)
       14    0.000    0.000    0.000    0.000 ir.py:55(from_function_id)
      220    0.001    0.000    0.002    0.000 ir.py:592(__repr__)
      172    0.000    0.000    0.000    0.000 ir.py:594(<genexpr>)
      490    0.000    0.000    0.001    0.000 ir.py:596(<genexpr>)
      325    0.000    0.000    0.000    0.000 ir.py:608(<genexpr>)
     4123    0.001    0.000    0.023    0.000 ir.py:611(list_vars)
       11    0.000    0.000    0.011    0.001 ir.py:614(infer_constant)
        3    0.000    0.000    0.000    0.000 ir.py:623(__init__)
       53    0.000    0.000    0.000    0.000 ir.py:63(__str__)
        5    0.000    0.000    0.000    0.000 ir.py:633(__repr__)
        1    0.000    0.000    0.000    0.000 ir.py:69(_find_definition)
      452    0.000    0.000    0.000    0.000 ir.py:719(__init__)
      167    0.000    0.000    0.000    0.000 ir.py:725(__str__)
        1    0.000    0.000    0.000    0.000 ir.py:732(__init__)
        1    0.000    0.000    0.000    0.000 ir.py:738(__str__)
        9    0.000    0.000    0.000    0.000 ir.py:741(get_targets)
        1    0.000    0.000    0.000    0.000 ir.py:753(__init__)
        1    0.000    0.000    0.000    0.000 ir.py:761(__str__)
       16    0.000    0.000    0.000    0.000 ir.py:770(get_targets)
        1    0.000    0.000    0.000    0.000 ir.py:82(_raw_function_name)
       43    0.000    0.000    0.000    0.000 ir.py:867(__init__)
       32    0.000    0.000    0.000    0.000 ir.py:873(__str__)
      468    0.000    0.000    0.000    0.000 ir.py:876(get_targets)
      268    0.000    0.000    0.000    0.000 ir.py:885(__init__)
       16    0.000    0.000    0.000    0.000 ir.py:890(__str__)
      704    0.000    0.000    0.000    0.000 ir.py:893(get_targets)
       30    0.000    0.000    0.000    0.000 ir.py:902(__init__)
       18    0.000    0.000    0.002    0.000 ir.py:91(get_lines)
       17    0.000    0.000    0.000    0.000 ir.py:910(__str__)
      363    0.000    0.000    0.000    0.000 ir.py:913(get_targets)
      305    0.000    0.000    0.000    0.000 ir.py:921(__init__)
      356    0.000    0.000    0.004    0.000 ir.py:929(__str__)
       27    0.000    0.000    0.010    0.000 ir_print.py:11(match)
       27    0.000    0.000    0.000    0.000 ir_print.py:59(match)
    49/33    0.001    0.000    0.003    0.000 ir_utils.py:1003(get_block_copies)
     16/8    0.001    0.000    0.007    0.001 ir_utils.py:1067(apply_copy_propagate)
      358    0.000    0.000    0.000    0.000 ir_utils.py:1133(fix_setitem_type)
       35    0.000    0.000    0.000    0.000 ir_utils.py:1158(dprint_func_ir)
       88    0.001    0.000    0.004    0.000 ir_utils.py:1172(find_topo_order)
    39/26    0.001    0.000    0.004    0.000 ir_utils.py:1223(get_call_table)
       83    0.000    0.000    0.000    0.000 ir_utils.py:1304(get_stmt_writes)
       13    0.000    0.000    0.001    0.000 ir_utils.py:1311(rename_labels)
       11    0.000    0.000    0.001    0.000 ir_utils.py:1355(simplify_CFG)
       45    0.000    0.000    0.000    0.000 ir_utils.py:1359(find_single_branch)
        1    0.000    0.000    0.000    0.000 ir_utils.py:1388(canonicalize_array_math)
       11    0.000    0.000    0.000    0.000 ir_utils.py:1483(merge_adjacent_blocks)
        8    0.000    0.000    0.001    0.000 ir_utils.py:1516(restore_copy_var_names)
        8    0.000    0.000    0.041    0.005 ir_utils.py:1541(simplify)
      588    0.000    0.000    0.000    0.000 ir_utils.py:1569(require)
  613/568    0.001    0.000    0.014    0.000 ir_utils.py:1576(guard)
      389    0.000    0.000    0.001    0.000 ir_utils.py:1587(get_definition)
   236/72    0.002    0.000    0.002    0.000 ir_utils.py:1597(build_definitions)
      133    0.001    0.000    0.002    0.000 ir_utils.py:1622(find_callname)
       15    0.000    0.000    0.000    0.000 ir_utils.py:1712(find_const)
        1    0.000    0.000    0.000    0.000 ir_utils.py:182(convert_size_to_var)
       44    0.000    0.000    0.000    0.000 ir_utils.py:1909(is_operator_or_getitem)
       30    0.000    0.000    0.000    0.000 ir_utils.py:1915(is_get_setitem)
       40    0.000    0.000    0.000    0.000 ir_utils.py:1920(is_getitem)
       30    0.000    0.000    0.000    0.000 ir_utils.py:1926(is_setitem)
        6    0.000    0.000    0.000    0.000 ir_utils.py:1930(index_var_of_get_setitem)
        1    0.000    0.000    0.000    0.000 ir_utils.py:194(get_np_ufunc_typ)
        4    0.000    0.000    0.000    0.000 ir_utils.py:1946(set_index_var_of_get_setitem)
       12    0.000    0.000    0.000    0.000 ir_utils.py:1962(is_namedtuple_class)
       14    0.000    0.000    0.001    0.000 ir_utils.py:2065(raise_on_unsupported_feature)
       14    0.000    0.000    0.000    0.000 ir_utils.py:2188(warn_deprecated)
       10    0.000    0.000    0.000    0.000 ir_utils.py:2209(resolve_func_from_module)
    20/10    0.000    0.000    0.000    0.000 ir_utils.py:2219(resolve_mod)
      276    0.001    0.000    0.001    0.000 ir_utils.py:2245(enforce_no_dels)
       14    0.000    0.000    0.000    0.000 ir_utils.py:2255(enforce_no_phis)
       14    0.000    0.000    0.009    0.001 ir_utils.py:2272(check_and_legalize_ir)
       14    0.000    0.000    0.002    0.000 ir_utils.py:2350(fixup_var_define_in_scope)
        5    0.000    0.000    0.000    0.000 ir_utils.py:2376(transfer_scope)
      168    0.000    0.000    0.000    0.000 ir_utils.py:2392(is_setup_with)
      168    0.000    0.000    0.000    0.000 ir_utils.py:2408(is_pop_block)
       65    0.000    0.000    0.000    0.000 ir_utils.py:28(mk_unique_var)
        4    0.000    0.000    0.000    0.000 ir_utils.py:333(legalize_names)
       12    0.000    0.000    0.002    0.000 ir_utils.py:345(get_name_var_table)
      769    0.000    0.000    0.000    0.000 ir_utils.py:347(get_name_var_visit)
       11    0.000    0.000    0.001    0.000 ir_utils.py:355(replace_var_names)
      491    0.000    0.000    0.000    0.000 ir_utils.py:363(replace_name)
      506    0.000    0.000    0.000    0.000 ir_utils.py:371(replace_var_callback)
        2    0.000    0.000    0.000    0.000 ir_utils.py:380(replace_vars)
        2    0.000    0.000    0.000    0.000 ir_utils.py:39(next)
       78    0.000    0.000    0.000    0.000 ir_utils.py:390(replace_vars_stmt)
      298    0.000    0.000    0.001    0.000 ir_utils.py:394(replace_vars_inner)
    45/25    0.000    0.000    0.004    0.000 ir_utils.py:403(visit_vars)
  844/686    0.001    0.000    0.004    0.000 ir_utils.py:413(visit_vars_stmt)
        8    0.000    0.000    0.000    0.000 ir_utils.py:43(update)
3598/1898    0.002    0.000    0.004    0.000 ir_utils.py:464(visit_vars_inner)
        2    0.000    0.000    0.000    0.000 ir_utils.py:487(add_offset_to_labels)
        2    0.000    0.000    0.000    0.000 ir_utils.py:51(get_unused_var_name)
        7    0.000    0.000    0.000    0.000 ir_utils.py:512(find_max_label)
       28    0.000    0.000    0.000    0.000 ir_utils.py:558(remove_dels)
     16/8    0.000    0.000    0.026    0.003 ir_utils.py:596(remove_dead)
        2    0.000    0.000    0.000    0.000 ir_utils.py:63(next_label)
    68/32    0.001    0.000    0.016    0.001 ir_utils.py:639(remove_dead_block)
        1    0.000    0.000    0.043    0.043 ir_utils.py:67(mk_alloc)
       45    0.000    0.000    0.000    0.000 ir_utils.py:735(has_no_side_effect)
        9    0.000    0.000    0.000    0.000 ir_utils.py:785(is_pure)
    38/24    0.001    0.000    0.005    0.000 ir_utils.py:830(find_potential_aliases)
       70    0.000    0.000    0.000    0.000 ir_utils.py:836(<genexpr>)
       20    0.000    0.000    0.000    0.000 ir_utils.py:900(_add_alias)
      581    0.000    0.000    0.001    0.000 ir_utils.py:912(is_immutable_type)
    32/24    0.000    0.000    0.008    0.000 ir_utils.py:926(copy_propagate)
    32/24    0.000    0.000    0.003    0.000 ir_utils.py:963(init_copy_propagate_data)
      338    0.000    0.000    0.000    0.000 itanium_mangler.py:104(_fix_lead_digit)
      338    0.000    0.000    0.000    0.000 itanium_mangler.py:114(_len_encoded)
       56    0.000    0.000    0.000    0.000 itanium_mangler.py:123(mangle_abi_tag)
      128    0.000    0.000    0.003    0.000 itanium_mangler.py:127(mangle_identifier)
   148/58    0.000    0.000    0.001    0.000 itanium_mangler.py:147(mangle_type_or_value)
       30    0.000    0.000    0.001    0.000 itanium_mangler.py:174(mangle_templated_ident)
       28    0.000    0.000    0.001    0.000 itanium_mangler.py:183(mangle_args)
       28    0.000    0.000    0.003    0.000 itanium_mangler.py:190(mangle)
       16    0.000    0.000    0.000    0.000 itanium_mangler.py:199(prepend_namespace)
      338    0.000    0.000    0.002    0.000 itanium_mangler.py:83(_escape_string)
      116    0.000    0.000    0.000    0.000 itanium_mangler.py:94(repl)
      232    0.000    0.000    0.000    0.000 itanium_mangler.py:95(<genexpr>)
        1    0.000    0.000    0.000    0.000 linecache.py:26(getline)
       16    0.000    0.000    0.002    0.000 linecache.py:36(getlines)
        4    0.000    0.000    0.002    0.000 linecache.py:83(updatecache)
       74    0.000    0.000    0.010    0.000 linker.py:5(link_modules)
       18    0.000    0.000    0.000    0.000 listdecl.py:129(generic)
       30    0.000    0.000    0.000    0.000 listdecl.py:90(generic)
        2    0.000    0.000    0.000    0.000 listobj.py:1221(literal_list_setitem)
       11    0.000    0.000    0.000    0.000 listobj.py:1226(literal_list_getitem)
       11    0.000    0.000    0.000    0.000 listobject.py:760(impl_getitem)
        2    0.000    0.000    0.000    0.000 listobject.py:834(impl_setitem)
       82    0.000    0.000    0.000    0.000 llvm_bindings.py:16(_inlining_threshold)
       82    0.000    0.000    0.005    0.000 llvm_bindings.py:36(create_pass_manager_builder)
       22    0.000    0.000    0.000    0.000 llvm_pass_timings.py:288(__init__)
      906    0.000    0.000    0.000    0.000 llvm_pass_timings.py:292(record)
       14    0.000    0.000    0.000    0.000 lowering.py:100(_compute_def_location)
       14    0.000    0.000    0.000    0.000 lowering.py:119(pre_lower)
    21/19    0.000    0.000    0.077    0.004 lowering.py:1214(_lower_call_normal)
    88/83    0.000    0.000    0.152    0.002 lowering.py:1242(lower_expr)
       14    0.000    0.000    0.000    0.000 lowering.py:141(post_lower)
      336    0.000    0.000    0.006    0.000 lowering.py:1484(_alloca_var)
       32    0.000    0.000    0.000    0.000 lowering.py:149(pre_block)
      311    0.000    0.000    0.000    0.000 lowering.py:1500(getvar)
      233    0.000    0.000    0.002    0.000 lowering.py:1514(loadvar)
      169    0.000    0.000    0.012    0.000 lowering.py:1532(storevar)
      167    0.000    0.000    0.009    0.000 lowering.py:1578(delvar)
       74    0.000    0.000    0.006    0.000 lowering.py:1603(alloca)
       74    0.000    0.000    0.005    0.000 lowering.py:1608(alloca_lltype)
      105    0.000    0.000    0.006    0.000 lowering.py:1628(incref)
      229    0.000    0.000    0.008    0.000 lowering.py:1634(decref)
       61    0.000    0.000    0.012    0.000 lowering.py:1645(_lit_or_omitted)
        1    0.000    0.000    0.001    0.001 lowering.py:165(return_exception)
       14    0.000    0.000    0.000    0.000 lowering.py:181(emit_environment_object)
    14/10    0.000    0.000    1.061    0.106 lowering.py:188(lower)
       14    0.000    0.000    0.002    0.000 lowering.py:218(extract_function_arguments)
    14/10    0.000    0.000    1.022    0.102 lowering.py:224(lower_normal_function)
    14/10    0.000    0.000    1.019    0.102 lowering.py:241(lower_function_body)
    32/19    0.001    0.000    1.018    0.054 lowering.py:266(lower_block)
        3    0.000    0.000    0.046    0.015 lowering.py:279(create_cpython_wrapper)
       13    0.000    0.000    0.079    0.006 lowering.py:292(create_cfunc_wrapper)
       14    0.000    0.000    0.008    0.001 lowering.py:30(__init__)
       14    0.000    0.000    0.004    0.000 lowering.py:301(setup_function)
      720    0.000    0.000    0.000    0.000 lowering.py:313(typeof)
      371    0.000    0.000    0.000    0.000 lowering.py:316(notify_loc)
      481    0.000    0.000    0.000    0.000 lowering.py:323(debug_print)
       14    0.000    0.000    0.006    0.000 lowering.py:355(init)
      491    0.000    0.000    0.001    0.000 lowering.py:360(_disable_sroa_like_opt)
       14    0.002    0.000    0.006    0.000 lowering.py:371(_find_singly_assigned_variable)
       32    0.000    0.000    0.000    0.000 lowering.py:410(pre_block)
       32    0.000    0.000    0.000    0.000 lowering.py:448(post_block)
  371/347    0.002    0.000    0.203    0.001 lowering.py:455(lower_inst)
        3    0.000    0.000    0.007    0.002 lowering.py:595(lower_setitem)
        1    0.000    0.000    0.001    0.001 lowering.py:650(lower_static_raise)
  169/157    0.000    0.000    0.170    0.001 lowering.py:664(lower_assign)
       15    0.000    0.000    0.026    0.002 lowering.py:740(lower_binop)
       15    0.000    0.000    0.000    0.000 lowering.py:760(cast_result)
       45    0.000    0.000    0.000    0.000 lowering.py:765(try_static_impl)
      105    0.000    0.000    0.000    0.000 lowering.py:766(<genexpr>)
       45    0.000    0.000    0.000    0.000 lowering.py:79(call_conv)
       13    0.000    0.000    0.034    0.003 lowering.py:810(lower_getitem)
       14    0.000    0.000    0.000    0.000 lowering.py:83(init)
       33    0.000    0.000    0.000    0.000 lowering.py:832(_cast_var)
       21    0.000    0.000    0.001    0.000 lowering.py:846(fold_call_args)
       18    0.000    0.000    0.000    0.000 lowering.py:864(normal_handler)
    22/20    0.000    0.000    0.078    0.004 lowering.py:914(lower_call)
2484/2416    0.001    0.000    0.008    0.000 manager.py:29(lookup)
2165/2163    0.001    0.000    0.008    0.000 manager.py:40(__getitem__)
       60    0.000    0.000    0.000    0.000 misc.py:101(__init__)
       90    0.000    0.000    0.000    0.000 misc.py:108(key)
        8    0.000    0.000    0.000    0.000 misc.py:124(__init__)
       32    0.000    0.000    0.000    0.000 misc.py:128(key)
        7    0.000    0.000    0.000    0.000 misc.py:134(__init__)
      105    0.000    0.000    0.000    0.000 misc.py:138(key)
        9    0.000    0.000    0.000    0.000 misc.py:150(__init__)
      395    0.000    0.000    0.000    0.000 misc.py:155(key)
       10    0.000    0.000    0.000    0.000 misc.py:172(__init__)
      302    0.000    0.000    0.000    0.000 misc.py:181(key)
        1    0.000    0.000    0.000    0.000 misc.py:297(__init__)
        2    0.000    0.000    0.000    0.000 misc.py:303(get_call_type)
        2    0.000    0.000    0.000    0.000 misc.py:306(get_call_signatures)
       14    0.000    0.000    0.000    0.000 misc.py:314(key)
        2    0.000    0.000    0.000    0.000 misc.py:325(__init__)
       16    0.000    0.000    0.000    0.000 misc.py:331(key)
        1    0.000    0.000    0.000    0.000 misc.py:500(as_int)
     2200    0.001    0.000    0.002    0.000 misc.py:63(unliteral)
      116    0.000    0.000    0.019    0.000 misc.py:72(literal)
       55    0.000    0.000    0.007    0.000 misc.py:87(maybe_literal)
       60    0.000    0.000    0.007    0.000 module.py:109(verify)
      125    0.001    0.000    0.040    0.000 module.py:11(parse_assembly)
       14    0.000    0.000    0.000    0.000 module.py:110(get_named_metadata)
        8    0.000    0.000    0.000    0.000 module.py:117(functions)
       60    0.000    0.000    0.001    0.000 module.py:124(name)
      118    0.000    0.000    0.000    0.000 module.py:132(get_global)
      633    0.000    0.000    0.001    0.000 module.py:138(add_global)
       38    0.000    0.000    0.002    0.000 module.py:145(data_layout)
      182    0.000    0.000    0.000    0.000 module.py:145(get_unique_name)
        5    0.000    0.000    0.000    0.000 module.py:151(declare_intrinsic)
       38    0.000    0.000    0.001    0.000 module.py:151(triple)
       74    0.000    0.000    0.020    0.000 module.py:167(link_in)
       66    0.000    0.000    0.001    0.000 module.py:176(global_variables)
      120    0.000    0.000    0.002    0.000 module.py:189(functions)
      103    0.000    0.000    0.000    0.000 module.py:204(get_identified_types)
      103    0.001    0.000    0.075    0.001 module.py:207(_get_body_lines)
       50    0.000    0.000    0.014    0.000 module.py:207(clone)
      167    0.000    0.000    0.000    0.000 module.py:21(_fix_metadata_operands)
      186    0.000    0.000    0.000    0.000 module.py:215(__init__)
      103    0.000    0.000    0.001    0.000 module.py:215(_get_metadata_lines)
     1815    0.001    0.000    0.021    0.000 module.py:220(__next__)
      186    0.000    0.000    0.000    0.000 module.py:229(__iter__)
      103    0.000    0.000    0.076    0.001 module.py:233(__repr__)
       66    0.000    0.000    0.001    0.000 module.py:237(_dispose)
      579    0.000    0.000    0.006    0.000 module.py:240(_next)
      120    0.000    0.000    0.001    0.000 module.py:248(_dispose)
     1236    0.001    0.000    0.013    0.000 module.py:251(_next)
      167    0.001    0.000    0.004    0.000 module.py:45(add_metadata)
      175    0.000    0.000    0.000    0.000 module.py:52(__init__)
       22    0.000    0.000    0.001    0.000 module.py:56(__str__)
      103    0.000    0.000    0.000    0.000 module.py:7(__init__)
       65    0.000    0.000    0.001    0.000 module.py:76(_dispose)
       34    0.000    0.000    0.000    0.000 module.py:79(get_function)
       43    0.000    0.000    0.001    0.000 module.py:89(get_global_variable)
   189832    0.017    0.000    0.017    0.000 multiarray.py:107(empty_like)
     4185    0.001    0.000    0.001    0.000 multiarray.py:1098(copyto)
     2683    0.000    0.000    0.000    0.000 multiarray.py:180(concatenate)
       59    0.000    0.000    0.000    0.000 multiarray.py:383(where)
      952    0.000    0.000    0.000    0.000 multiarray.py:580(can_cast)
   371340    0.027    0.000    0.027    0.000 multiarray.py:690(result_type)
       86    0.000    0.000    0.000    0.000 npydecl.py:112(<genexpr>)
       86    0.000    0.000    0.000    0.000 npydecl.py:185(ufunc)
       86    0.000    0.000    0.007    0.000 npydecl.py:196(generic)
      258    0.000    0.000    0.000    0.000 npydecl.py:214(<genexpr>)
        4    0.000    0.000    0.000    0.000 npydecl.py:238(generic)
       94    0.000    0.000    0.001    0.000 npydecl.py:25(_handle_inputs)
        2    0.000    0.000    0.000    0.000 npydecl.py:456(parse_shape)
        2    0.000    0.000    0.000    0.000 npydecl.py:469(parse_dtype)
       94    0.000    0.000    0.000    0.000 npydecl.py:60(<genexpr>)
       94    0.000    0.000    0.000    0.000 npydecl.py:65(<genexpr>)
       18    0.000    0.000    0.000    0.000 npydecl.py:687(generic)
       86    0.001    0.000    0.007    0.000 npydecl.py:92(generic)
        6    0.000    0.000    0.000    0.000 npyimpl.py:303(_prepare_argument)
        4    0.000    0.000    0.000    0.000 npyimpl.py:46(update_indices)
        2    0.000    0.000    0.000    0.000 npyimpl.py:462(_unpack_output_types)
        2    0.000    0.000    0.000    0.000 npyimpl.py:469(_unpack_output_values)
        2    0.000    0.000    0.000    0.000 npyimpl.py:476(_pack_output_values)
        2    0.000    0.000    0.001    0.001 npyimpl.py:483(numpy_ufunc_kernel)
        4    0.000    0.000    0.000    0.000 npyimpl.py:49(as_values)
        2    0.000    0.000    0.000    0.000 npyimpl.py:641(__init__)
        6    0.000    0.000    0.000    0.000 npyimpl.py:646(cast)
        2    0.000    0.000    0.001    0.000 npyimpl.py:666(generate)
        6    0.000    0.000    0.000    0.000 npyimpl.py:69(__init__)
        4    0.000    0.000    0.000    0.000 npyimpl.py:80(create_iter_indices)
        4    0.000    0.000    0.000    0.000 npyimpl.py:83(load_data)
        3    0.000    0.000    0.000    0.000 npyimpl.py:844(_make_dtype_object)
        1    0.000    0.000    0.000    0.000 npyimpl.py:848(from_nb_type)
        1    0.000    0.000    0.000    0.000 npyimpl.py:852(codegen)
        2    0.000    0.000    0.000    0.000 npyimpl.py:86(store_data)
        2    0.000    0.000    0.000    0.000 npyimpl.py:869(numpy_dtype)
        2    0.000    0.000    0.000    0.000 npyimpl.py:89(return_val)
        5    0.000    0.000    0.000    0.000 npytypes.py:263(__init__)
      272    0.000    0.000    0.000    0.000 npytypes.py:269(key)
      273    0.000    0.000    0.000    0.000 npytypes.py:273(dtype)
       36    0.000    0.000    0.000    0.000 npytypes.py:444(__init__)
       18    0.000    0.000    0.000    0.000 npytypes.py:463(mangling_args)
        5    0.000    0.000    0.000    0.000 npytypes.py:470(copy)
     2528    0.001    0.000    0.001    0.000 npytypes.py:482(key)
        3    0.000    0.000    0.000    0.000 npytypes.py:503(can_convert_to)
      107    0.000    0.000    0.000    0.000 npytypes.py:514(is_precise)
        1    0.000    0.000    0.000    0.000 npytypes.py:517(box_type)
