         10473134 function calls (10377090 primitive calls) in 10.609 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 cgutils.py:292(_get_ptr_by_index)
        1    0.000    0.000    0.000    0.000 cgutils.py:299(__getattr__)
       21    0.000    0.000    0.000    0.000 cgutils.py:308(__setattr__)
        1    0.000    0.000    0.000    0.000 cgutils.py:316(__getitem__)
      284    0.001    0.000    0.015    0.000 cgutils.py:362(alloca_once)
        1    0.000    0.000    0.000    0.000 cgutils.py:395(alloca_once_value)
      466    0.000    0.000    0.011    0.000 cgutils.py:417(get_or_insert_function)
      182    0.000    0.000    0.002    0.000 cgutils.py:435(add_global_variable)
      106    0.000    0.000    0.001    0.000 cgutils.py:44(make_bytearray)
       12    0.000    0.000    0.000    0.000 cgutils.py:440(terminate)
      150    0.000    0.000    0.001    0.000 cgutils.py:446(get_null_value)
       30    0.000    0.000    0.000    0.000 cgutils.py:450(is_null)
       35    0.000    0.000    0.000    0.000 cgutils.py:455(is_not_null)
       53    0.000    0.000    0.000    0.000 cgutils.py:460(if_unlikely)
       26    0.000    0.000    0.000    0.000 cgutils.py:464(if_likely)
       12    0.000    0.000    0.000    0.000 cgutils.py:472(increment_index)
       24    0.000    0.000    0.001    0.000 cgutils.py:486(for_range)
       59    0.000    0.000    0.000    0.000 cgutils.py:56(create_struct_proxy)
        4    0.000    0.000    0.000    0.000 cgutils.py:618(loop_nest)
        4    0.000    0.000    0.000    0.000 cgutils.py:640(<lambda>)
        4    0.000    0.000    0.000    0.000 cgutils.py:646(_loop_nest)
       52    0.000    0.000    0.001    0.000 cgutils.py:656(pack_array)
       85    0.000    0.000    0.001    0.000 cgutils.py:682(unpack_tuple)
       16    0.000    0.000    0.004    0.000 cgutils.py:694(get_item_pointer)
       16    0.000    0.000    0.001    0.000 cgutils.py:736(get_item_pointer2)
        1    0.000    0.000    0.000    0.000 cgutils.py:890(guard_memory_error)
       74    0.000    0.000    0.000    0.000 cgutils.py:912(is_pointer)
      312    0.000    0.000    0.009    0.000 cgutils.py:929(gep_inbounds)
      312    0.001    0.000    0.008    0.000 cgutils.py:936(gep)
       23    0.000    0.000    0.001    0.000 cgutils.py:955(pointer_add)
        1    0.000    0.000    0.000    0.000 cgutils.py:970(memset)
       71    0.000    0.000    0.039    0.001 cgutils.py:99(__init__)
      110    0.000    0.000    0.001    0.000 cgutils.py:993(global_constant)
       11    0.000    0.000    0.000    0.000 charseq.py:332(charseq_getitem)
       12    0.000    0.000    0.000    0.000 cloudpickle.py:1042(_class_reduce)
       12    0.000    0.000    0.000    0.000 cloudpickle.py:1260(dump)
       12    0.000    0.000    0.000    0.000 cloudpickle.py:1270(__init__)
       12    0.000    0.000    0.000    0.000 cloudpickle.py:1307(reducer_override)
       12    0.000    0.000    0.000    0.000 cloudpickle.py:195(_is_registered_pickle_by_value)
       12    0.000    0.000    0.000    0.000 cloudpickle.py:209(_whichmodule)
       12    0.000    0.000    0.000    0.000 cloudpickle.py:242(_should_pickle_by_reference)
       12    0.000    0.000    0.000    0.000 cloudpickle.py:278(_lookup_module_and_qualname)
       22    0.000    0.000    0.439    0.020 codegen.py:1004(_finalize_specific)
       22    0.000    0.000    0.006    0.000 codegen.py:1021(scan_unresolved_symbols)
       22    0.000    0.000    0.006    0.000 codegen.py:1040(scan_defined_symbols)
       22    0.000    0.000    0.000    0.000 codegen.py:1048(resolve)
       42    0.000    0.000    0.427    0.010 codegen.py:1066(wrapper)
       17    0.000    0.000    0.000    0.000 codegen.py:1090(is_symbol_defined)
       22    0.000    0.000    0.013    0.001 codegen.py:1095(_load_defined_symbols)
       22    0.000    0.000    0.014    0.001 codegen.py:1102(add_module)
       43    0.000    0.000    0.000    0.000 codegen.py:1151(target_data)
       22    0.000    0.000    0.004    0.000 codegen.py:1158(create_library)
       60    0.000    0.000    0.003    0.000 codegen.py:1221(_create_empty_module)
       44    0.000    0.000    0.026    0.001 codegen.py:1228(_module_pass_manager)
       38    0.000    0.000    0.009    0.000 codegen.py:1249(_function_pass_manager)
       82    0.000    0.000    0.006    0.000 codegen.py:1259(_pass_manager_builder)
       22    0.000    0.000    0.003    0.000 codegen.py:1279(_check_llvm_bugs)
       22    0.000    0.000    0.012    0.001 codegen.py:1316(_scan_and_fix_unresolved_refs)
       22    0.000    0.000    0.014    0.001 codegen.py:1413(_add_module)
       13    0.000    0.000    0.001    0.000 codegen.py:1421(set_env)
       82    0.000    0.000    0.001    0.000 codegen.py:32(_parse_refprune_flags)
       22    0.000    0.000    0.000    0.000 codegen.py:529(__init__)
       14    0.000    0.000    0.000    0.000 codegen.py:542(recorded_timings)
       13    0.000    0.000    0.000    0.000 codegen.py:546(codegen)
       44    0.000    0.000    0.000    0.000 codegen.py:553(name)
       82    0.000    0.000    0.000    0.000 codegen.py:560(_raise_if_finalized)
    94/58    0.000    0.000    1.331    0.023 codegen.py:565(_ensure_finalized)
       22    0.000    0.000    0.001    0.000 codegen.py:569(create_ir_module)
       13    0.000    0.000    0.000    0.000 codegen.py:620(enable_object_caching)
       22    0.000    0.000    0.004    0.000 codegen.py:643(__init__)
       38    0.002    0.000    0.053    0.001 codegen.py:651(_optimize_functions)
       22    0.000    0.000    0.830    0.038 codegen.py:667(_optimize_final_module)
       36    0.000    0.000    0.010    0.000 codegen.py:692(_get_module_for_linking)
       39    0.000    0.000    0.551    0.014 codegen.py:727(add_linking_library)
       38    0.000    0.000    0.170    0.004 codegen.py:731(add_ir_module)
       38    0.000    0.000    0.057    0.002 codegen.py:740(add_llvm_module)
       22    0.000    0.000    1.331    0.061 codegen.py:747(finalize)
       22    0.000    0.000    0.006    0.000 codegen.py:775(_finalize_dynamic_globals)
       22    0.000    0.000    0.008    0.000 codegen.py:781(_verify_declare_only_symbols)
       22    0.000    0.000    0.466    0.021 codegen.py:789(_finalize_final_module)
        2    0.000    0.000    0.000    0.000 codegen.py:825(get_function)
       22    0.000    0.000    0.000    0.000 codegen.py:888(_object_compiled_hook)
       22    0.000    0.000    0.000    0.000 codegen.py:901(_object_getbuffer_hook)
       17    0.000    0.000    0.781    0.046 codegen.py:983(get_pointer_to_function)
       94    0.000    0.000    0.000    0.000 collections.py:43(generic)
       26    0.000    0.000    0.000    0.000 collections.py:56(generic)
       12    0.000    0.000    0.000    0.000 common.py:21(iterator_type)
     2764    0.000    0.000    0.000    0.000 common.py:27(_is_shutting_down)
       14    0.000    0.000    0.000    0.000 common.py:32(yield_type)
      355    0.000    0.000    0.000    0.000 common.py:4(_encode_string)
       36    0.000    0.000    0.000    0.000 common.py:49(__init__)
       50    0.000    0.000    0.000    0.000 common.py:76(as_array)
     1319    0.000    0.000    0.001    0.000 common.py:9(_decode_string)
       14    0.000    0.000    0.000    0.000 compiler.py:279(sanitize_compile_result_entries)
       14    0.000    0.000    0.000    0.000 compiler.py:295(compile_result)
        2    0.000    0.000    0.007    0.004 compiler.py:300(run_frontend)
       14    0.000    0.000    0.000    0.000 compiler.py:329(__init__)
     4847    0.001    0.000    0.001    0.000 compiler.py:355(__getattr__)
      461    0.000    0.000    0.000    0.000 compiler.py:361(__setattr__)
       14    0.000    0.000    0.001    0.000 compiler.py:365(_make_subtarget)
       14    0.000    0.000    0.015    0.001 compiler.py:391(__init__)
     12/5    0.000    0.000    1.996    0.399 compiler.py:433(compile_extra)
        2    0.000    0.000    0.266    0.133 compiler.py:441(compile_ir)
     14/5    0.000    0.000    1.994    0.399 compiler.py:456(_compile_core)
     12/5    0.000    0.000    1.994    0.399 compiler.py:500(_compile_bytecode)
        2    0.000    0.000    0.266    0.133 compiler.py:507(_compile_ir)
       12    0.000    0.000    0.005    0.000 compiler.py:519(define_pipelines)
       12    0.000    0.000    0.005    0.000 compiler.py:539(define_nopython_pipeline)
       12    0.000    0.000    0.001    0.000 compiler.py:558(define_nopython_lowering_pipeline)
        2    0.000    0.000    0.000    0.000 compiler.py:578(define_parfor_gufunc_nopython_lowering_pipeline)
       12    0.000    0.000    0.001    0.000 compiler.py:598(define_typed_pipeline)
        2    0.000    0.000    0.000    0.000 compiler.py:622(define_parfor_gufunc_pipeline)
       12    0.000    0.000    0.002    0.000 compiler.py:634(define_untyped_pipeline)
     11/5    0.000    0.000    2.005    0.401 compiler.py:713(compile_extra)
        2    0.000    0.000    0.268    0.134 compiler.py:742(compile_ir)
        1    0.000    0.000    0.052    0.052 compiler.py:806(compile_internal)
      483    0.000    0.000    0.003    0.000 compiler_lock.py:11(acquire)
      483    0.000    0.000    0.003    0.000 compiler_lock.py:15(release)
      483    0.000    0.000    0.003    0.000 compiler_lock.py:19(__enter__)
      483    0.000    0.000    0.004    0.000 compiler_lock.py:22(__exit__)
       22    0.000    0.000    0.000    0.000 compiler_lock.py:25(is_locked)
   455/36    0.001    0.000    2.171    0.060 compiler_lock.py:32(_acquire_compile_lock)
       22    0.000    0.000    0.000    0.000 compiler_lock.py:52(require_global_compiler_lock)
       36    0.000    0.000    0.000    0.000 compiler_machinery.py:102(get_analysis)
      688    0.000    0.000    0.000    0.000 compiler_machinery.py:138(__init__)
      640    0.000    0.000    0.000    0.000 compiler_machinery.py:142(get_required_set)
      124    0.000    0.000    0.000    0.000 compiler_machinery.py:148(add_required)
       54    0.000    0.000    0.000    0.000 compiler_machinery.py:176(__init__)
      344    0.000    0.000    0.001    0.000 compiler_machinery.py:187(_validate_pass)
      344    0.000    0.000    0.001    0.000 compiler_machinery.py:200(add_pass)
       54    0.000    0.000    0.000    0.000 compiler_machinery.py:226(_debug_init)
      162    0.000    0.000    0.000    0.000 compiler_machinery.py:228(parse)
     1032    0.000    0.000    0.000    0.000 compiler_machinery.py:23(__enter__)
       54    0.000    0.000    0.003    0.000 compiler_machinery.py:245(finalize)
       14    0.000    0.000    0.000    0.000 compiler_machinery.py:255(finalized)
  344/139    0.006    0.000    1.990    0.014 compiler_machinery.py:267(_runPass)
     1032    0.000    0.000    0.000    0.000 compiler_machinery.py:27(__exit__)
 1032/417    0.001    0.000    1.978    0.005 compiler_machinery.py:271(check)
      688    0.000    0.000    0.000    0.000 compiler_machinery.py:279(debug_print)
     14/5    0.001    0.000    1.992    0.398 compiler_machinery.py:342(run)
       14    0.000    0.000    0.000    0.000 compiler_machinery.py:35(__init__)
       54    0.001    0.000    0.003    0.000 compiler_machinery.py:369(dependency_analysis)
      640    0.000    0.000    0.000    0.000 compiler_machinery.py:384(resolve_requires)
       76    0.000    0.000    0.000    0.000 compiler_machinery.py:385(walk)
     1720    0.000    0.000    0.000    0.000 compiler_machinery.py:40(name)
     1376    0.001    0.000    0.001    0.000 compiler_machinery.py:428(is_registered)
     1032    0.000    0.000    0.001    0.000 compiler_machinery.py:431(get)
      344    0.000    0.000    0.000    0.000 compiler_machinery.py:68(analysis)
      344    0.000    0.000    0.000    0.000 compiler_machinery.py:75(run_initialization)
      344    0.000    0.000    0.000    0.000 compiler_machinery.py:90(run_finalizer)
      564    0.000    0.000    0.000    0.000 compiler_machinery.py:97(get_analysis_usage)
       14    0.000    0.000    0.004    0.000 config.py:125(update)
       14    0.000    0.000    0.000    0.000 config.py:158(validate)
       14    0.000    0.000    0.004    0.000 config.py:588(reload_config)
        3    0.000    0.000    0.000    0.000 consts.py:111(_infer_getattr)
       14    0.000    0.000    0.000    0.000 consts.py:18(__init__)
    39/31    0.000    0.000    0.022    0.001 consts.py:24(infer_constant)
        9    0.000    0.000    0.002    0.000 consts.py:47(_fail)
    34/27    0.000    0.000    0.020    0.001 consts.py:56(_do_infer)
    11/10    0.000    0.000    0.005    0.001 consts.py:73(_infer_expr)
        2    0.000    0.000    0.000    0.000 consts.py:89(_infer_call)
        1    0.000    0.000    0.000    0.000 containers.py:220(__len__)
       36    0.000    0.000    0.000    0.000 containers.py:233(__init__)
      522    0.000    0.000    0.000    0.000 containers.py:243(key)
       10    0.000    0.000    0.000    0.000 containers.py:34(__init__)
      151    0.000    0.000    0.000    0.000 containers.py:40(key)
        2    0.000    0.000    0.002    0.001 context.py:1(<module>)
       14    0.000    0.000    0.000    0.000 context.py:107(__init__)
      125    0.000    0.000    0.002    0.000 context.py:13(get_global_context)
       21    0.000    0.000    0.000    0.000 context.py:134(__init__)
        1    0.000    0.000    0.000    0.000 context.py:14(ProcessError)
       21    0.000    0.000    0.000    0.000 context.py:147(init)
        1    0.000    0.000    0.000    0.000 context.py:148(meminfo_alloc_aligned)
   119/91    0.000    0.000    0.014    0.000 context.py:152(refresh)
        1    0.000    0.000    0.000    0.000 context.py:162(meminfo_alloc_aligned_unchecked)
        1    0.000    0.000    0.000    0.000 context.py:17(BufferTooShort)
        1    0.000    0.000    0.000    0.000 context.py:187(get_context)
  144/128    0.000    0.000    0.253    0.002 context.py:188(resolve_function_type)
      125    0.000    0.000    0.000    0.000 context.py:19(__init__)
        1    0.000    0.000    0.000    0.000 context.py:197(get_start_method)
        1    0.000    0.000    0.000    0.000 context.py:20(TimeoutError)
        1    0.000    0.000    0.000    0.000 context.py:203(reducer)
      475    0.000    0.000    0.000    0.000 context.py:21(__init__)
       24    0.000    0.000    0.001    0.000 context.py:216(_resolve_builtin_function_type)
        1    0.000    0.000    0.000    0.000 context.py:220(Process)
        1    0.000    0.000    0.000    0.000 context.py:23(AuthenticationError)
        1    0.000    0.000    0.000    0.000 context.py:230(DefaultContext)
  144/128    0.000    0.000    0.253    0.002 context.py:232(_resolve_user_function_type)
        1    0.000    0.000    0.000    0.000 context.py:233(__init__)
        1    0.000    0.000    0.000    0.000 context.py:237(get_context)
      871    0.000    0.000    0.001    0.000 context.py:249(_get_attribute_templates)
        1    0.000    0.000    0.000    0.000 context.py:25(NRTContext)
        1    0.000    0.000    0.000    0.000 context.py:253(get_start_method)
      475    0.000    0.000    0.000    0.000 context.py:26(astuple)
      152    0.000    0.000    0.007    0.000 context.py:262(resolve_getattr)
      283    0.000    0.000    0.005    0.000 context.py:267(core)
      103    0.000    0.000    0.000    0.000 context.py:27(_dispose)
      292    0.001    0.000    0.005    0.000 context.py:286(find_matching_getattr_template)
        1    0.000    0.000    0.000    0.000 context.py:30(BaseContext)
       15    0.000    0.000    0.000    0.000 context.py:30(__init__)
        4    0.000    0.000    0.000    0.000 context.py:316(resolve_static_getitem)
        2    0.000    0.000    0.000    0.000 context.py:328(meminfo_data)
       10    0.000    0.000    0.008    0.001 context.py:328(resolve_setitem)
        1    0.000    0.000    0.000    0.000 context.py:332(SpawnProcess)
       20    0.000    0.000    0.003    0.000 context.py:341(resolve_module_constants)
  940/367    0.002    0.000    0.013    0.000 context.py:343(get_meminfos)
        1    0.000    0.000    0.000    0.000 context.py:344(SpawnContext)
      195    0.000    0.000    0.032    0.000 context.py:353(resolve_value_type)
      367    0.001    0.000    0.015    0.000 context.py:360(_call_incref_decref)
      121    0.000    0.000    0.005    0.000 context.py:378(incref)
      246    0.000    0.000    0.010    0.000 context.py:384(decref)
      132    0.000    0.000    0.000    0.000 context.py:387(_get_global_type)
   119/91    0.000    0.000    0.008    0.000 context.py:394(_load_builtins)
      396    0.000    0.000    0.000    0.000 context.py:40(_require_nrt)
 1071/819    0.002    0.000    0.012    0.000 context.py:407(install_registry)
       56    0.000    0.000    0.000    0.000 context.py:422(is_for_this_target)
        8    0.000    0.000    0.000    0.000 context.py:44(_check_null_result)
        1    0.000    0.000    0.001    0.001 context.py:45(wrap)
       21    0.000    0.000    0.000    0.000 context.py:47(__init__)
      304    0.000    0.000    0.001    0.000 context.py:478(_lookup_global)
       39    0.000    0.000    0.000    0.000 context.py:492(_insert_global)
      756    0.000    0.000    0.001    0.000 context.py:51(__getitem__)
       35    0.000    0.000    0.000    0.000 context.py:517(insert_global)
       28    0.000    0.000    0.000    0.000 context.py:520(insert_attributes)
       28    0.000    0.000    0.000    0.000 context.py:524(insert_function)
        4    0.000    0.000    0.000    0.000 context.py:528(insert_user_function)
  958/956    0.001    0.000    0.003    0.000 context.py:540(can_convert)
      475    0.001    0.000    0.004    0.000 context.py:565(_rate_arguments)
      756    0.000    0.000    0.000    0.000 context.py:58(__len__)
        1    0.000    0.000    0.000    0.000 context.py:596(install_possible_conversions)
       28    0.000    0.000    0.000    0.000 context.py:61(register)
       77    0.001    0.000    0.005    0.000 context.py:615(resolve_overload)
      475    0.000    0.000    0.000    0.000 context.py:640(<lambda>)
       14    0.000    0.000    0.000    0.000 context.py:662(unify_types)
       14    0.000    0.000    0.000    0.000 context.py:665(keyfunc)
      141    0.000    0.000    0.000    0.000 context.py:678(unify_pairs)
        1    0.000    0.000    0.002    0.002 context.py:70(RLock)
      119    0.001    0.000    0.008    0.000 context.py:723(load_additional_registries)
       14    0.000    0.000    0.000    0.000 context.py:75(finditer)
       26    0.000    0.000    0.001    0.000 context.py:75(free)
       14    0.000    0.000    0.000    0.000 context.py:93(match)
    12617    0.008    0.000    0.010    0.000 contextlib.py:104(__init__)
12616/12066    0.004    0.000    0.029    0.000 contextlib.py:132(__enter__)
12616/12078    0.006    0.000    0.018    0.000 contextlib.py:141(__exit__)
        4    0.000    0.000    0.000    0.000 contextlib.py:272(contextmanager)
    12617    0.006    0.000    0.016    0.000 contextlib.py:299(helper)
       57    0.000    0.000    0.000    0.000 contextlib.py:471(_create_exit_wrapper)
      370    0.000    0.000    0.000    0.000 contextlib.py:481(__init__)
      351    0.001    0.000    0.001    0.000 contextlib.py:491(push)
       57    0.000    0.000    0.001    0.000 contextlib.py:511(enter_context)
       57    0.000    0.000    0.000    0.000 contextlib.py:543(_push_cm_exit)
      408    0.000    0.000    0.000    0.000 contextlib.py:548(_push_exit_callback)
      370    0.000    0.000    0.000    0.000 contextlib.py:564(__enter__)
      370    0.001    0.000    0.003    0.000 contextlib.py:567(__exit__)
     1341    0.001    0.000    0.002    0.000 controlflow.py:103(add_edge)
     4023    0.001    0.000    0.001    0.000 controlflow.py:118(successors)
     2384    0.001    0.000    0.001    0.000 controlflow.py:126(predecessors)
      526    0.000    0.000    0.000    0.000 controlflow.py:134(set_entry_point)
      526    0.000    0.000    0.004    0.000 controlflow.py:141(process)
       39    0.000    0.000    0.001    0.000 controlflow.py:151(dominators)
        1    0.000    0.000    0.000    0.000 controlflow.py:170(immediate_dominators)
       12    0.000    0.000    0.000    0.000 controlflow.py:179(dominance_frontier)
       16    0.000    0.000    0.000    0.000 controlflow.py:199(_exit_points)
       39    0.000    0.000    0.000    0.000 controlflow.py:203(_doms)
      263    0.000    0.000    0.002    0.000 controlflow.py:207(_back_edges)
       39    0.000    0.000    0.001    0.000 controlflow.py:211(_topo_order)
      168    0.000    0.000    0.002    0.000 controlflow.py:219(_loops)
       14    0.000    0.000    0.000    0.000 controlflow.py:223(_in_loops)
       14    0.000    0.000    0.001    0.000 controlflow.py:227(_post_doms)
       12    0.000    0.000    0.000    0.000 controlflow.py:231(_idom)
       12    0.000    0.000    0.000    0.000 controlflow.py:235(_df)
      383    0.000    0.000    0.000    0.000 controlflow.py:250(entry_point)
        2    0.000    0.000    0.000    0.000 controlflow.py:257(exit_points)
       28    0.000    0.000    0.001    0.000 controlflow.py:263(backbone)
      154    0.000    0.000    0.002    0.000 controlflow.py:272(loops)
       35    0.000    0.000    0.000    0.000 controlflow.py:279(in_loops)
       36    0.000    0.000    0.000    0.000 controlflow.py:286(dead_nodes)
       27    0.000    0.000    0.001    0.000 controlflow.py:298(topo_order)
       12    0.000    0.000    0.000    0.000 controlflow.py:305(topo_sort)
     1341    0.001    0.000    0.001    0.000 controlflow.py:368(_add_edge)
       14    0.000    0.000    0.000    0.000 controlflow.py:375(_remove_node_edges)
     2039    0.002    0.000    0.002    0.000 controlflow.py:383(_dfs)
      526    0.001    0.000    0.003    0.000 controlflow.py:396(_eliminate_dead_blocks)
       16    0.000    0.000    0.000    0.000 controlflow.py:410(_find_exit_points)
       12    0.000    0.000    0.000    0.000 controlflow.py:420(_find_postorder)
       29    0.000    0.000    0.000    0.000 controlflow.py:429(dfs_rec)
       12    0.000    0.000    0.000    0.000 controlflow.py:444(_find_immediate_dominators)
        6    0.000    0.000    0.000    0.000 controlflow.py:454(intersect)
       66    0.000    0.000    0.000    0.000 controlflow.py:476(<genexpr>)
       12    0.000    0.000    0.000    0.000 controlflow.py:497(_find_dominance_frontier)
       53    0.000    0.000    0.001    0.000 controlflow.py:512(_find_dominators_internal)
       39    0.000    0.000    0.000    0.000 controlflow.py:555(_find_dominators)
       14    0.000    0.000    0.001    0.000 controlflow.py:558(_find_post_dominators)
      263    0.001    0.000    0.002    0.000 controlflow.py:579(_find_back_edges)
      794    0.000    0.000    0.001    0.000 controlflow.py:602(push_state)
       39    0.000    0.000    0.001    0.000 controlflow.py:634(_find_topo_order)
   119/39    0.000    0.000    0.000    0.000 controlflow.py:640(_dfs_rec)
       24    0.000    0.000    0.000    0.000 controlflow.py:65(__eq__)
      168    0.001    0.000    0.002    0.000 controlflow.py:662(_find_loops)
       14    0.000    0.000    0.000    0.000 controlflow.py:698(_find_in_loops)
       49    0.000    0.000    0.000    0.000 controlflow.py:701(<genexpr>)
        4    0.000    0.000    0.000    0.000 controlflow.py:704(<lambda>)
       12    0.000    0.000    0.000    0.000 controlflow.py:715(__eq__)
       12    0.000    0.000    0.000    0.000 controlflow.py:726(__ne__)
       24    0.000    0.000    0.000    0.000 controlflow.py:73(__ne__)
       48    0.000    0.000    0.000    0.000 controlflow.py:80(_non_empty_items)
      526    0.000    0.000    0.000    0.000 controlflow.py:89(__init__)
     1513    0.000    0.000    0.001    0.000 controlflow.py:96(add_node)
 3046/152    0.003    0.000    0.008    0.000 copy.py:118(deepcopy)
     1873    0.000    0.000    0.000    0.000 copy.py:172(_deepcopy_atomic)
      465    0.000    0.000    0.002    0.000 copy.py:191(_deepcopy_list)
      240    0.000    0.000    0.001    0.000 copy.py:200(_deepcopy_tuple)
      152    0.000    0.000    0.007    0.000 copy.py:217(_deepcopy_dict)
      929    0.000    0.000    0.001    0.000 copy.py:231(_keep_alive)
      382    0.001    0.000    0.003    0.000 copy.py:247(_reconstruct)
      618    0.000    0.000    0.002    0.000 copy.py:252(<genexpr>)
      182    0.000    0.000    0.001    0.000 copy.py:61(copy)
      312    0.000    0.000    0.000    0.000 copyreg.py:107(_slotnames)
       76    0.000    0.000    0.000    0.000 copyreg.py:98(__newobj__)
       14    0.000    0.000    0.000    0.000 coverage_support.py:37(get_registered_loc_notify)
       43    0.000    0.000    0.000    0.000 cpu.py:104(target_data)
       78    0.000    0.000    0.000    0.000 cpu.py:113(codegen)
      201    0.000    0.000    0.000    0.000 cpu.py:116(call_conv)
        3    0.000    0.000    0.000    0.000 cpu.py:120(get_env_body)
       14    0.000    0.000    0.000    0.000 cpu.py:170(post_lowering)
        3    0.000    0.000    0.046    0.015 cpu.py:181(create_cpython_wrapper)
       13    0.000    0.000    0.079    0.006 cpu.py:193(create_cfunc_wrapper)
       13    0.000    0.000    0.654    0.050 cpu.py:225(get_executable)
        7    0.000    0.000    0.000    0.000 cpu.py:291(finalize)
       16    0.000    0.000    0.001    0.000 cpu.py:45(create_module)
      105    0.002    0.000    0.012    0.000 cpu.py:60(load_additional_registries)
       23    0.000    0.000    0.000    0.000 cpu_options.py:112(_get_values)
        3    0.000    0.000    0.000    0.000 cpu_options.py:117(__eq__)
       17    0.000    0.000    0.000    0.000 cpu_options.py:122(encode)
      170    0.000    0.000    0.000    0.000 cpu_options.py:123(<genexpr>)
       56    0.000    0.000    0.000    0.000 cpu_options.py:131(__init__)
       12    0.000    0.000    0.000    0.000 cpu_options.py:147(is_never_inline)
       45    0.000    0.000    0.000    0.000 cpu_options.py:16(__repr__)
       14    0.000    0.000    0.000    0.000 cpu_options.py:180(encode)
        6    0.000    0.000    0.000    0.000 cpu_options.py:25(__init__)
       14    0.000    0.000    0.000    0.000 cpu_options.py:53(__bool__)
       14    0.000    0.000    0.000    0.000 cpu_options.py:58(encode)
        6    0.000    0.000    0.000    0.000 cpu_options.py:61(__eq__)
        1    0.000    0.000    0.000    0.000 cpu_options.py:74(__init__)
     1190    0.000    0.000    0.000    0.000 debuginfo.py:16(suspend_emission)
       14    0.000    0.000    0.000    0.000 debuginfo.py:63(__init__)
       17    0.000    0.000    0.000    0.000 debuginfo.py:66(mark_variable)
      400    0.000    0.000    0.000    0.000 debuginfo.py:70(mark_location)
       14    0.000    0.000    0.000    0.000 debuginfo.py:73(mark_subprogram)
       14    0.000    0.000    0.000    0.000 debuginfo.py:79(finalize)
     4126    0.815    0.000    2.545    0.001 decoder.py:116(_error_to_check_message)
     4126    0.456    0.000    1.064    0.000 decoder.py:137(_calculate_posterior)
       59    0.034    0.001    8.301    0.141 decoder.py:160(belief_propagation)
        4    0.000    0.000    0.000    0.000 decoder.py:243(_find_permutation)
        4    0.000    0.000    0.050    0.012 decoder.py:425(osd)
       59    0.000    0.000    8.351    0.142 decoder.py:552(bp_osd)
       59    0.003    0.000    0.097    0.002 decoder.py:66(_permute_field)
    37134    0.221    0.000    0.239    0.000 decoder.py:77(_syn_inv_permute_field)
     4126    1.087    0.000    4.523    0.001 decoder.py:87(_check_to_error_message)
        4    0.000    0.000    0.429    0.107 decorators.py:128(wrap)
        4    0.000    0.000    0.000    0.000 decorators.py:13(get_identity)
        4    0.000    0.000    0.000    0.000 decorators.py:17(get_cache)
       11    0.000    0.000    0.000    0.000 decorators.py:197(_jit)
     11/5    0.000    0.000    1.747    0.349 decorators.py:202(wrapper)
        4    0.000    0.000    0.000    0.000 decorators.py:25(get_target_implementation)
       11    0.000    0.000    0.000    0.000 decorators.py:26(jit)
        4    0.000    0.000    0.003    0.001 decorators.py:38(__new__)
        4    0.000    0.000    0.000    0.000 decorators.py:64(vectorize)
       11    0.000    0.000    0.000    0.000 dictobject.py:1234(literalstrkeydict_impl_get)
        2    0.000    0.000    0.000    0.000 dictobject.py:1315(literalstrkeydict_banned_impl_setitem)
        2    0.000    0.000    0.000    0.000 dictobject.py:706(impl_setitem)
       11    0.000    0.000    0.000    0.000 dictobject.py:767(impl_getitem)
       28    0.000    0.000    0.000    0.000 dis.py:172(_get_code_object)
      425    0.000    0.000    0.000    0.000 dis.py:195(_deoptop)
       28    0.000    0.000    0.000    0.000 dis.py:406(_parse_varint)
       28    0.000    0.000    0.000    0.000 dis.py:415(_parse_exception_table)
       13    0.000    0.000    0.000    0.000 dis.py:431(_is_backward_jump)
      245    0.000    0.000    0.000    0.000 dis.py:623(_unpack_opargs)
       14    0.000    0.000    0.000    0.000 dis.py:647(findlabels)
      213    0.000    0.000    0.000    0.000 dis.py:671(findlinestarts)
       28    0.000    0.000    0.000    0.000 dis.py:729(__init__)
      7/1    0.000    0.000    1.747    1.747 dispatcher.py:101(_compile_core)
        7    0.000    0.000    0.000    0.000 dispatcher.py:121(_get_implementation)
        7    0.000    0.000    0.000    0.000 dispatcher.py:124(_customize_flags)
        7    0.000    0.000    0.000    0.000 dispatcher.py:175(__init__)
       19    0.000    0.000    0.000    0.000 dispatcher.py:178(__enter__)
       19    0.000    0.000    0.000    0.000 dispatcher.py:182(__exit__)
        7    0.000    0.000    0.000    0.000 dispatcher.py:199(__init__)
       10    0.000    0.000    0.000    0.000 dispatcher.py:218(<genexpr>)
        7    0.000    0.000    0.000    0.000 dispatcher.py:251(_make_finalizer)
        1    0.000    0.000    0.000    0.000 dispatcher.py:276(signatures)
       19    0.000    0.000    0.000    0.000 dispatcher.py:283(nopython_signatures)
        1    0.000    0.000    0.000    0.000 dispatcher.py:288(disable_compile)
        7    0.000    0.000    0.000    0.000 dispatcher.py:295(add_overload)
     18/7    0.000    0.000    0.260    0.037 dispatcher.py:304(get_call_template)
        3    0.000    0.000    0.000    0.000 dispatcher.py:32(__init__)
       12    0.000    0.000    0.000    0.000 dispatcher.py:330(get_overload)
